CPMG	%
CPMG_000.csv	0.26809922
CPMG_001.csv	0.2760815
CPMG_002.csv	0.108850874
CPMG_003.csv	0.6140128
CPMG_004.csv	0.6971089
CPMG_005.csv	0.33839843
CPMG_006.csv	0.5441825
CPMG_007.csv	0.35813668
CPMG_008.csv	0.21145138
CPMG_009.csv	0.32884246
CPMG_010.csv	0.13875219
CPMG_011.csv	0.66178894
CPMG_012.csv	0.6872956
CPMG_013.csv	0.2838146
CPMG_014.csv	0.2544497
CPMG_015.csv	0.5473306
CPMG_016.csv	0.7534336
CPMG_017.csv	0.5137545
CPMG_018.csv	0.0944001
CPMG_019.csv	0.436064
CPMG_020.csv	0.3243687
CPMG_021.csv	0.6696122
CPMG_022.csv	0.7214728
CPMG_023.csv	0.20320576
CPMG_024.csv	0.26299462
CPMG_025.csv	0.46658376
CPMG_026.csv	0.461165
CPMG_027.csv	0.31813365
CPMG_028.csv	0.08977352
CPMG_029.csv	0.50185174
CPMG_030.csv	0.29311588
CPMG_031.csv	0.62393343
CPMG_032.csv	0.71301514
CPMG_033.csv	0.5219342
CPMG_034.csv	0.09090799
CPMG_035.csv	0.10587359
CPMG_036.csv	0.46589
CPMG_037.csv	0.11132507
CPMG_038.csv	0.6603223
CPMG_039.csv	0.14236495
CPMG_040.csv	0.44981077
CPMG_041.csv	0.5209617
CPMG_042.csv	0.10165042
CPMG_043.csv	0.52808744
CPMG_044.csv	0.27455693
CPMG_045.csv	0.077610955
CPMG_046.csv	0.6425566
CPMG_047.csv	0.25196096
CPMG_048.csv	0.2856226
CPMG_049.csv	0.73337585
CPMG_050.csv	0.5834586
CPMG_051.csv	0.3389839
CPMG_052.csv	0.56445545
CPMG_053.csv	0.28660488
CPMG_054.csv	0.6818149
CPMG_055.csv	0.5755589
CPMG_056.csv	0.45583364
CPMG_057.csv	0.09303305
CPMG_058.csv	0.5159052
CPMG_059.csv	0.15552868
CPMG_060.csv	0.28360438
CPMG_061.csv	0.5441115
CPMG_062.csv	0.1791404
CPMG_063.csv	0.24417333
CPMG_064.csv	0.3468162
CPMG_065.csv	0.3515665
CPMG_066.csv	0.4400066
CPMG_067.csv	0.5522836
CPMG_068.csv	0.38833335
CPMG_069.csv	0.34315607
CPMG_070.csv	0.67209506
CPMG_071.csv	0.676646
CPMG_072.csv	0.5604964
CPMG_073.csv	0.43265617
CPMG_074.csv	0.60295194
CPMG_075.csv	0.07658473
CPMG_076.csv	0.15052986
CPMG_077.csv	0.28284806
CPMG_078.csv	0.23777273
CPMG_079.csv	0.31842378
CPMG_080.csv	0.43699643
CPMG_081.csv	0.5710558
CPMG_082.csv	0.121505566
