CPMG	%
CPMG_000.csv	0.31980562
CPMG_001.csv	0.7019158
CPMG_002.csv	0.15138018
CPMG_003.csv	0.34141955
CPMG_004.csv	0.10540795
CPMG_005.csv	0.1438494
CPMG_006.csv	0.33097163
CPMG_007.csv	0.60002494
CPMG_008.csv	0.30080083
CPMG_009.csv	0.43784007
CPMG_010.csv	0.5430291
CPMG_011.csv	0.4709991
CPMG_012.csv	0.14711961
CPMG_013.csv	0.30545866
CPMG_014.csv	0.23733358
CPMG_015.csv	0.69623613
CPMG_016.csv	0.30071437
CPMG_017.csv	0.22029182
CPMG_018.csv	0.19709936
CPMG_019.csv	0.70155036
CPMG_020.csv	0.15974596
CPMG_021.csv	0.39690062
CPMG_022.csv	0.48795784
CPMG_023.csv	0.50985974
CPMG_024.csv	0.5111359
CPMG_025.csv	0.51925987
CPMG_026.csv	0.17207779
CPMG_027.csv	0.21624233
CPMG_028.csv	0.50582004
CPMG_029.csv	0.13759837
CPMG_030.csv	0.7019158
CPMG_031.csv	0.09703047
CPMG_032.csv	0.09828024
CPMG_033.csv	0.17115766
CPMG_034.csv	0.6703491
CPMG_035.csv	0.40244782
CPMG_036.csv	0.6642551
CPMG_037.csv	0.41159755
CPMG_038.csv	0.09653586
CPMG_039.csv	0.70206344
CPMG_040.csv	0.2634676
CPMG_041.csv	0.2980962
CPMG_042.csv	0.66749465
CPMG_043.csv	0.100855134
CPMG_044.csv	0.2838986
CPMG_045.csv	0.2665019
CPMG_046.csv	0.16940928
CPMG_047.csv	0.29469472
CPMG_048.csv	0.2953303
CPMG_049.csv	0.51087147
CPMG_050.csv	0.54646826
CPMG_051.csv	0.12213053
CPMG_052.csv	0.15960604
CPMG_053.csv	0.097406656
CPMG_054.csv	0.2137121
CPMG_055.csv	0.67708814
CPMG_056.csv	0.25877377
CPMG_057.csv	0.65187144
CPMG_058.csv	0.31216317
CPMG_059.csv	0.7009828
CPMG_060.csv	0.6961772
CPMG_061.csv	0.17520297
CPMG_062.csv	0.28789067
CPMG_063.csv	0.10994722
CPMG_064.csv	0.11328504
CPMG_065.csv	0.6953891
CPMG_066.csv	0.27158463
CPMG_067.csv	0.43196237
CPMG_068.csv	0.27435195
CPMG_069.csv	0.53953373
CPMG_070.csv	0.553909
CPMG_071.csv	0.26407716
CPMG_072.csv	0.35087356
CPMG_073.csv	0.2304475
CPMG_074.csv	0.16226389
CPMG_075.csv	0.5116219
CPMG_076.csv	0.1344329
CPMG_077.csv	0.4758363
CPMG_078.csv	0.4818049
CPMG_079.csv	0.6323696
CPMG_080.csv	0.4771853
CPMG_081.csv	0.4738819
