CPMG	%
CPMG_000.csv	0.18505824
CPMG_001.csv	0.69035
CPMG_002.csv	0.12769932
CPMG_003.csv	0.1745017
CPMG_004.csv	0.07849852
CPMG_005.csv	0.11118362
CPMG_006.csv	0.26299712
CPMG_007.csv	0.53860635
CPMG_008.csv	0.2060931
CPMG_009.csv	0.26640788
CPMG_010.csv	0.52616215
CPMG_011.csv	0.46023026
CPMG_012.csv	0.125285
CPMG_013.csv	0.17237076
CPMG_014.csv	0.16217369
CPMG_015.csv	0.67254287
CPMG_016.csv	0.19254664
CPMG_017.csv	0.12621795
CPMG_018.csv	0.13063851
CPMG_019.csv	0.69848347
CPMG_020.csv	0.108876765
CPMG_021.csv	0.27340734
CPMG_022.csv	0.2739997
CPMG_023.csv	0.43655303
CPMG_024.csv	0.30851537
CPMG_025.csv	0.39000815
CPMG_026.csv	0.11850106
CPMG_027.csv	0.14161158
CPMG_028.csv	0.35842025
CPMG_029.csv	0.11978969
CPMG_030.csv	0.7253887
CPMG_031.csv	0.090467304
CPMG_032.csv	0.087255545
CPMG_033.csv	0.1301983
CPMG_034.csv	0.6242582
CPMG_035.csv	0.20363033
CPMG_036.csv	0.560173
CPMG_037.csv	0.27839836
CPMG_038.csv	0.09125042
CPMG_039.csv	0.7201395
CPMG_040.csv	0.13421795
CPMG_041.csv	0.21955092
CPMG_042.csv	0.562465
CPMG_043.csv	0.08351287
CPMG_044.csv	0.20740582
CPMG_045.csv	0.1572818
CPMG_046.csv	0.1508572
CPMG_047.csv	0.22198443
CPMG_048.csv	0.24205226
CPMG_049.csv	0.38769776
CPMG_050.csv	0.454242
CPMG_051.csv	0.08668786
CPMG_052.csv	0.117455125
CPMG_053.csv	0.11148678
CPMG_054.csv	0.14601035
CPMG_055.csv	0.5888716
CPMG_056.csv	0.29380766
CPMG_057.csv	0.5289782
CPMG_058.csv	0.17100792
CPMG_059.csv	0.72985655
CPMG_060.csv	0.6925414
CPMG_061.csv	0.10081801
CPMG_062.csv	0.21060964
CPMG_063.csv	0.08605962
CPMG_064.csv	0.109892085
CPMG_065.csv	0.70600945
CPMG_066.csv	0.21443444
CPMG_067.csv	0.3579656
CPMG_068.csv	0.12615854
CPMG_069.csv	0.39085427
CPMG_070.csv	0.51205325
CPMG_071.csv	0.1546207
CPMG_072.csv	0.17380068
CPMG_073.csv	0.16156326
CPMG_074.csv	0.11303363
CPMG_075.csv	0.3848555
CPMG_076.csv	0.13059582
CPMG_077.csv	0.3963238
CPMG_078.csv	0.4301009
CPMG_079.csv	0.5482109
CPMG_080.csv	0.30467936
CPMG_081.csv	0.28821447
CPMG_082.csv	0.14626089
CPMG_083.csv	0.22695602
CPMG_084.csv	0.09493054
CPMG_085.csv	0.1696638
CPMG_086.csv	0.12691112
CPMG_087.csv	0.2755527
CPMG_088.csv	0.23980504
CPMG_089.csv	0.49052906
CPMG_090.csv	0.29255697
CPMG_091.csv	0.1173676
CPMG_092.csv	0.20657764
CPMG_093.csv	0.37992385
CPMG_094.csv	0.4407981
CPMG_095.csv	0.17923836
CPMG_096.csv	0.15963212
CPMG_097.csv	0.12639585
CPMG_098.csv	0.16324231
CPMG_099.csv	0.6586921
CPMG_100.csv	0.1555731
CPMG_101.csv	0.13557301
CPMG_102.csv	0.24019408
CPMG_103.csv	0.18560633
CPMG_104.csv	0.37992713
CPMG_105.csv	0.10799729
CPMG_106.csv	0.14204435
CPMG_107.csv	0.33803117
CPMG_108.csv	0.3413691
CPMG_109.csv	0.43749833
CPMG_110.csv	0.19674355
CPMG_111.csv	0.65804493
CPMG_112.csv	0.13177632
